"ENSEMBL","SYMBOL","GENENAME","ENTREZID","CHR"
"ENSMUSG00000021765","Fst","follistatin","14313","13"
"ENSMUSG00000022816","Fstl1","follistatin-like 1","14314","16"
"ENSMUSG00000001155","Ftcd","formiminotransferase cyclodeaminase","14317","10"
"ENSMUSG00000024661","Fth1","ferritin heavy polypeptide 1","14319","19"
"ENSMUSG00000050708","Ftl1","ferritin light polypeptide 1","14325","7"
"ENSMUSG00000031667","Aktip","AKT interacting protein","14339","8"
"ENSMUSG00000008461","Fut1","fucosyltransferase 1","14343","7"
"ENSMUSG00000055978","Fut2","fucosyltransferase 2","14344","7"
"ENSMUSG00000049307","Fut4","fucosyltransferase 4","14345","9"
"ENSMUSG00000121836","Fut4-ps1","fucosyltransferase 4, pseudogene 1","14346","17"
"ENSMUSG00000036587","Fut7","fucosyltransferase 7","14347","2"
"ENSMUSG00000055373","Fut9","fucosyltransferase 9","14348","4"
"ENSMUSG00000070583","Fv1","Friend virus susceptibility 1","14349","4"
"ENSMUSG00000089847","Timm10b","translocase of inner mitochondrial membrane 10B","14356","7"
"ENSMUSG00000110234","Timm10b","translocase of inner mitochondrial membrane 10B","14356","7"
"ENSMUSG00000029603","Dtx1","deltex 1, E3 ubiquitin ligase","14357","5"
"ENSMUSG00000027680","Fxr1","FMR1 autosomal homolog 1","14359","3"
"ENSMUSG00000019843","Fyn","Fyn proto-oncogene","14360","10"
"ENSMUSG00000044674","Fzd1","frizzled class receptor 1","14362","5"
"ENSMUSG00000007989","Fzd3","frizzled class receptor 3","14365","14"
"ENSMUSG00000049791","Fzd4","frizzled class receptor 4","14366","7"
"ENSMUSG00000045005","Fzd5","frizzled class receptor 5","14367","1"
"ENSMUSG00000022297","Fzd6","frizzled class receptor 6","14368","15"
"ENSMUSG00000041075","Fzd7","frizzled class receptor 7","14369","1"
"ENSMUSG00000036904","Fzd8","frizzled class receptor 8","14370","18"
"ENSMUSG00000049551","Fzd9","frizzled class receptor 9","14371","5"
"ENSMUSG00000009633","G0s2","G0/G1 switch gene 2","14373","1"
"ENSMUSG00000022471","Xrcc6","X-ray repair complementing defective repair in Chinese hamster cells 6","14375","15"
"ENSMUSG00000071650","Ganab","alpha glucosidase 2 alpha neutral subunit","14376","19"
"ENSMUSG00000078650","G6pc1","glucose-6-phosphatase catalytic subunit 1","14377","11"
"ENSMUSG00000005232","G6pc2","glucose-6-phosphatase, catalytic, 2","14378","2"
"ENSMUSG00000089992","G6pd2","glucose-6-phosphate dehydrogenase 2","14380","5"
"ENSMUSG00000031400","G6pdx","glucose-6-phosphate dehydrogenase X-linked","14381","X"
"ENSMUSG00000032114","Slc37a4","solute carrier family 37 (glucose-6-phosphate transporter), member 4","14385","9"
"ENSMUSG00000025579","Gaa","glucosidase, alpha, acid","14387","11"
"ENSMUSG00000031714","Gab1","growth factor receptor bound protein 2-associated protein 1","14388","8"
"ENSMUSG00000004508","Gab2","growth factor receptor bound protein 2-associated protein 2","14389","7"
"ENSMUSG00000008976","Gabpa","GA repeat binding protein, alpha","14390","16"
"ENSMUSG00000027361","Gabpb1","GA repeat binding protein, beta 1","14391","2"
"ENSMUSG00000010803","Gabra1","gamma-aminobutyric acid type A receptor subunit alpha 1","14394","11"
"ENSMUSG00000000560","Gabra2","gamma-aminobutyric acid type A receptor subunit alpha 2","14395","5"
"ENSMUSG00000031343","Gabra3","gamma-aminobutyric acid type A receptor subunit alpha 3","14396","X"
"ENSMUSG00000029211","Gabra4","gamma-aminobutyric acid type A receptor subunit alpha 4","14397","5"
"ENSMUSG00000020428","Gabra6","gamma-aminobutyric acid type A receptor subunit alpha 6","14399","11"
"ENSMUSG00000029212","Gabrb1","gamma-aminobutyric acid type A receptor subunit beta 1","14400","5"
"ENSMUSG00000007653","Gabrb2","gamma-aminobutyric acid type A receptor subunit beta 2","14401","11"
"ENSMUSG00000033676","Gabrb3","GABRB3, gamma-aminobutyric acid type A receptor subunit beta 3","14402","7"
"ENSMUSG00000029054","Gabrd","gamma-aminobutyric acid (GABA) A receptor, subunit delta","14403","4"
"ENSMUSG00000031340","Gabre","gamma-aminobutyric acid (GABA) A receptor, subunit epsilon","14404","X"
"ENSMUSG00000001260","Gabrg1","gamma-aminobutyric acid type A receptor subunit gamma 1","14405","5"
"ENSMUSG00000020436","Gabrg2","gamma-aminobutyric acid type A receptor, subunit gamma 2","14406","11"
"ENSMUSG00000055026","Gabrg3","gamma-aminobutyric acid type A receptor, subunit gamma 3","14407","7"
"ENSMUSG00000028280","Gabrr1","gamma-aminobutyric acid type A receptor subunit rho 1","14408","4"
"ENSMUSG00000023267","Gabrr2","gamma-aminobutyric acid type A receptor subunit rho 2","14409","4"
"ENSMUSG00000030109","Slc6a12","solute carrier family 6 (neurotransmitter transporter, betaine/GABA), member 12","14411","6"
"ENSMUSG00000030108","Slc6a13","solute carrier family 6 (neurotransmitter transporter, GABA), member 13","14412","6"
"ENSMUSG00000070880","Gad1","glutamate decarboxylase 1","14415","2"
"ENSMUSG00000026787","Gad2","glutamic acid decarboxylase 2","14417","2"
"ENSMUSG00000024907","Gal","galanin and GMAP prepropeptide","14419","19"
"ENSMUSG00000021003","Galc","galactosylceramidase","14420","12"
"ENSMUSG00000006731","B4galnt1","beta-1,4-N-acetyl-galactosaminyl transferase 1","14421","10"
"ENSMUSG00000013418","B4galnt2","beta-1,4-N-acetyl-galactosaminyl transferase 2","14422","11"
"ENSMUSG00000000420","Galnt1","polypeptide N-acetylgalactosaminyltransferase 1","14423","18"
"ENSMUSG00000026994","Galnt3","polypeptide N-acetylgalactosaminyltransferase 3","14425","2"
"ENSMUSG00000090035","Galnt4","polypeptide N-acetylgalactosaminyltransferase 4","14426","10"
"ENSMUSG00000024553","Galr1","galanin receptor 1","14427","18"
"ENSMUSG00000020793","Galr2","galanin receptor 2","14428","11"
"ENSMUSG00000114755","Galr3","galanin receptor 3","14429","15"
"ENSMUSG00000036073","Galt","galactose-1-phosphate uridyl transferase","14430","4"
"ENSMUSG00000020150","Gamt","guanidinoacetate methyltransferase","14431","10"
"ENSMUSG00000047261","Gap43","growth associated protein 43","14432","16"
"ENSMUSG00000057666","Gapdh","glyceraldehyde-3-phosphate dehydrogenase","14433","6"
"ENSMUSG00000061099","Gapdhs","glyceraldehyde-3-phosphate dehydrogenase, spermatogenic","14447","7"
"ENSMUSG00000022962","Gart","phosphoribosylglycinamide formyltransferase","14450","16"
"ENSMUSG00000052957","Gas1","growth arrest specific 1","14451","13"
"ENSMUSG00000030498","Gas2","growth arrest specific 2","14453","7"
"ENSMUSG00000053332","Gas5","growth arrest specific 5","14455","1"
"ENSMUSG00000031451","Gas6","growth arrest specific 6","14456","8"
"ENSMUSG00000033066","Gas7","growth arrest specific 7","14457","11"
"ENSMUSG00000017165","Gast","gastrin","14459","11"
"ENSMUSG00000031162","Gata1","GATA binding protein 1","14460","X"
"ENSMUSG00000015053","Gata2","GATA binding protein 2","14461","6"
"ENSMUSG00000015619","Gata3","GATA binding protein 3","14462","2"
"ENSMUSG00000021944","Gata4","GATA binding protein 4","14463","14"
"ENSMUSG00000015627","Gata5","GATA binding protein 5","14464","2"
"ENSMUSG00000005836","Gata6","GATA binding protein 6","14465","18"
"ENSMUSG00000028048","Gba1","glucosylceramidase beta 1","14466","3"
"ENSMUSG00000029432","Nipsnap2","nipsnap homolog 2","14467","5"
"ENSMUSG00000040264","Gbp2b","guanylate binding protein 2b","14468","3"
"ENSMUSG00000028270","Gbp2","guanylate binding protein 2","14469","3"
"ENSMUSG00000003380","Rabac1","Rab acceptor 1 (prenylated)","14470","7"
"ENSMUSG00000034486","Gbx2","gastrulation brain homeobox 2","14472","1"
"ENSMUSG00000035540","Gc","vitamin D binding protein","14473","5"
"ENSMUSG00000020124","Usp15","ubiquitin specific peptidase 15","14479","10"
"ENSMUSG00000029840","Mtpn","myotrophin","14489","6"
"ENSMUSG00000022659","Gcsam","germinal center associated, signaling and motility","14525","16"
"ENSMUSG00000000394","Gcg","glucagon","14526","2"
"ENSMUSG00000025127","Gcgr","glucagon receptor","14527","11"
"ENSMUSG00000037580","Gch1","GTP cyclohydrolase 1","14528","14"
"ENSMUSG00000023333","Gcm1","glial cells missing homolog 1","14531","9"
"ENSMUSG00000090247","Bloc1s1","biogenesis of lysosomal organelles complex-1, subunit 1","14533","10"
"ENSMUSG00000020918","Kat2a","K(lysine) acetyltransferase 2A","14534","11"
"ENSMUSG00000063972","Nr6a1","nuclear receptor subfamily 6, group A, member 1","14536","2"
"ENSMUSG00000038843","Gcnt1","glucosaminyl (N-acetyl) transferase 1, core 2","14537","19"
"ENSMUSG00000021360","Gcnt2","glucosaminyl (N-acetyl) transferase 2 (I blood group)","14538","13"
"ENSMUSG00000031394","Opn1mw","opsin 1 (cone pigments), medium-wave-sensitive (color blindness, deutan)","14539","X"
"ENSMUSG00000058624","Gda","guanine deaminase","14544","19"
"ENSMUSG00000025777","Gdap1","ganglioside-induced differentiation-associated-protein 1","14545","1"
"ENSMUSG00000027865","Gdap2","ganglioside-induced differentiation-associated-protein 2","14547","3"
"ENSMUSG00000029918","Mrps33","mitochondrial ribosomal protein S33","14548","6"
"ENSMUSG00000023019","Gpd1","glycerol-3-phosphate dehydrogenase 1 (soluble)","14555","15"
"ENSMUSG00000087408","Gdf1","growth differentiation factor 1","14559","8"
"ENSMUSG00000109523","Gdf1","growth differentiation factor 1","14559","8"
"ENSMUSG00000021943","Gdf10","growth differentiation factor 10","14560","14"
"ENSMUSG00000025352","Gdf11","growth differentiation factor 11","14561","10"
"ENSMUSG00000030117","Gdf3","growth differentiation factor 3","14562","6"
"ENSMUSG00000038259","Gdf5","growth differentiation factor 5","14563","2"
"ENSMUSG00000018238","Gdf9","growth differentiation factor 9","14566","11"
"ENSMUSG00000015291","Gdi1","GDP dissociation inhibitor 1","14567","X"
"ENSMUSG00000021218","Gdi2","GDP dissociation inhibitor 2","14569","13"
"ENSMUSG00000073433","Arhgdig","Rho GDP dissociation inhibitor gamma","14570","17"
"ENSMUSG00000026827","Gpd2","glycerol phosphate dehydrogenase 2, mitochondrial","14571","2"
"ENSMUSG00000022144","Gdnf","glial cell line derived neurotrophic factor","14573","15"
"ENSMUSG00000028214","Gem","GTP binding protein overexpressed in skeletal muscle","14579","4"
"ENSMUSG00000020932","Gfap","glial fibrillary acidic protein","14580","11"
"ENSMUSG00000029275","Gfi1","growth factor independent 1 transcription repressor","14581","5"
"ENSMUSG00000026815","Gfi1b","growth factor independent 1B","14582","2"
"ENSMUSG00000029992","Gfpt1","glutamine fructose-6-phosphate transaminase 1","14583","6"
"ENSMUSG00000020363","Gfpt2","glutamine fructose-6-phosphate transaminase 2","14584","11"
"ENSMUSG00000025089","Gfra1","glial cell line derived neurotrophic factor family receptor alpha 1","14585","19"
"ENSMUSG00000022103","Gfra2","glial cell line derived neurotrophic factor family receptor alpha 2","14586","14"
"ENSMUSG00000024366","Gfra3","glial cell line derived neurotrophic factor family receptor alpha 3","14587","18"
"ENSMUSG00000027316","Gfra4","glial cell line derived neurotrophic factor family receptor alpha 4","14588","2"
"ENSMUSG00000073987","Ggh","gamma-glutamyl hydrolase","14590","4"
"ENSMUSG00000021302","Ggps1","geranylgeranyl diphosphate synthase 1","14593","13"
"ENSMUSG00000035778","Ggta1","glycoprotein galactosyltransferase alpha 1, 3","14594","2"
"ENSMUSG00000028413","B4galt1","UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1","14595","4"
"ENSMUSG00000006345","Ggt1","gamma-glutamyltransferase 1","14598","10"
"ENSMUSG00000020713","Gh","growth hormone","14599","11"
"ENSMUSG00000055737","Ghr","growth hormone receptor","14600","15"
"ENSMUSG00000027643","Ghrh","growth hormone releasing hormone","14601","2"
"ENSMUSG00000004654","Ghrhr","growth hormone releasing hormone receptor","14602","6"
"ENSMUSG00000024682","Cblif","cobalamin binding intrinsic factor","14603","19"
"ENSMUSG00000031431","Tsc22d3","TSC22 domain family, member 3","14605","X"
"ENSMUSG00000014351","Gip","gastric inhibitory polypeptide","14607","11"
"ENSMUSG00000031932","Gpr83","G protein-coupled receptor 83","14608","9"
"ENSMUSG00000050953","Gja1","gap junction protein, alpha 1","14609","10"
"ENSMUSG00000051056","Gja10","gap junction protein, alpha 10","14610","4"
"ENSMUSG00000048582","Gja3","gap junction protein, alpha 3","14611","14"
"ENSMUSG00000050234","Gja4","gap junction protein, alpha 4","14612","4"
"ENSMUSG00000057123","Gja5","gap junction protein, alpha 5","14613","3"
"ENSMUSG00000034520","Gjc1","gap junction protein, gamma 1","14615","11"
"ENSMUSG00000049908","Gja8","gap junction protein, alpha 8","14616","3"
"ENSMUSG00000068615","Gjd2","gap junction protein, delta 2","14617","2"
"ENSMUSG00000047797","Gjb1","gap junction protein, beta 1","14618","X"
"ENSMUSG00000046352","Gjb2","gap junction protein, beta 2","14619","14"
"ENSMUSG00000042367","Gjb3","gap junction protein, beta 3","14620","4"
"ENSMUSG00000046623","Gjb4","gap junction protein, beta 4","14621","4"
"ENSMUSG00000042357","Gjb5","gap junction protein, beta 5","14622","4"
"ENSMUSG00000040055","Gjb6","gap junction protein, beta 6","14623","14"
"ENSMUSG00000053624","Gykl1","glycerol kinase-like 1","14625","18"
"ENSMUSG00000050553","Gk2","glycerol kinase 2","14626","5"
"ENSMUSG00000038280","Ostm1","osteopetrosis associated transmembrane protein 1","14628","10"
"ENSMUSG00000032350","Gclc","glutamate-cysteine ligase, catalytic subunit","14629","9"
"ENSMUSG00000028124","Gclm","glutamate-cysteine ligase, modifier subunit","14630","3"
"ENSMUSG00000025407","Gli1","GLI-Kruppel family member GLI1","14632","10"
"ENSMUSG00000048402","Gli2","GLI-Kruppel family member GLI2","14633","1"
"ENSMUSG00000021318","Gli3","GLI-Kruppel family member GLI3","14634","13"
"ENSMUSG00000020766","Galk1","galactokinase 1","14635","11"
"ENSMUSG00000026473","Glul","glutamate-ammonia ligase","14645","1"
"ENSMUSG00000082100","Glns-ps1","glutamine synthetase pseudogene 1","14646","11"
"ENSMUSG00000024158","Hagh","hydroxyacyl glutathione hydrolase","14651","17"
"ENSMUSG00000024027","Glp1r","glucagon-like peptide 1 receptor","14652","17"
"ENSMUSG00000000263","Glra1","glycine receptor, alpha 1 subunit","14654","11"
"ENSMUSG00000018595","Glra4","glycine receptor, alpha 4 subunit","14657","X"
"ENSMUSG00000028020","Glrb","glycine receptor, beta subunit","14658","3"
"ENSMUSG00000062310","Glrp1","glutamine repeat protein 1","14659","1"
"ENSMUSG00000026103","Gls","glutaminase","14660","1"
"ENSMUSG00000021794","Glud1","glutamate dehydrogenase 1","14661","14"
"ENSMUSG00000022491","Glycam1","glycosylation dependent cell adhesion molecule 1","14663","15"
"ENSMUSG00000028542","Slc6a9","solute carrier family 6 (neurotransmitter transporter, glycine), member 9","14664","4"
"ENSMUSG00000000594","Gm2a","GM2 ganglioside activator protein","14667","11"
"ENSMUSG00000024429","Gnl1","guanine nucleotide binding protein-like 1","14670","17"
"ENSMUSG00000034781","Gna11","guanine nucleotide binding protein, alpha 11","14672","10"
"ENSMUSG00000000149","Gna12","guanine nucleotide binding protein, alpha 12","14673","5"
"ENSMUSG00000020611","Gna13","guanine nucleotide binding protein, alpha 13","14674","11"
"ENSMUSG00000024697","Gna14","guanine nucleotide binding protein, alpha 14","14675","19"
"ENSMUSG00000034792","Gna15","guanine nucleotide binding protein, alpha 15","14676","10"
"ENSMUSG00000057614","Gnai1","G protein subunit alpha i1","14677","5"
"ENSMUSG00000032562","Gnai2","G protein subunit alpha i2","14678","9"
"ENSMUSG00000000001","Gnai3","G protein subunit alpha i3","14679","3"
"ENSMUSG00000024524","Gnal","guanine nucleotide binding protein, alpha stimulating, olfactory type","14680","18"
"ENSMUSG00000031748","Gnao1","guanine nucleotide binding protein, alpha O","14681","8"
"ENSMUSG00000024639","Gnaq","guanine nucleotide binding protein, alpha q polypeptide","14682","19"
"ENSMUSG00000027523","Gnas","GNAS complex locus","14683","2"
"ENSMUSG00000034837","Gnat1","G protein subunit alpha transducin 1","14685","9"
"ENSMUSG00000009108","Gnat2","G protein subunit alpha transducin 2","14686","3"
"ENSMUSG00000040009","Gnaz","guanine nucleotide binding protein, alpha z subunit","14687","10"
"ENSMUSG00000029064","Gnb1","guanine nucleotide binding protein (G protein), beta 1","14688","4"
"ENSMUSG00000029713","Gnb2","guanine nucleotide binding protein (G protein), beta 2","14693","5"
"ENSMUSG00000020372","Rack1","receptor for activated C kinase 1","14694","11"
"ENSMUSG00000023439","Gnb3","guanine nucleotide binding protein (G protein), beta 3","14695","6"
"ENSMUSG00000027669","Gnb4","guanine nucleotide binding protein (G protein), beta 4","14696","3"
"ENSMUSG00000032192","Gnb5","guanine nucleotide binding protein (G protein), beta 5","14697","9"
"ENSMUSG00000029663","Gngt1","guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 1","14699","6"
"ENSMUSG00000038607","Gng10","guanine nucleotide binding protein (G protein), gamma 10","14700","4"
"ENSMUSG00000036402","Gng12","guanine nucleotide binding protein (G protein), gamma 12","14701","6"
"ENSMUSG00000043004","Gng2","guanine nucleotide binding protein (G protein), gamma 2","14702","14"
"ENSMUSG00000071658","Gng3","guanine nucleotide binding protein (G protein), gamma 3","14704","19"
"ENSMUSG00000071657","Bscl2","BSCL2 lipid droplet biogenesis associated, seipin","14705","19"
"ENSMUSG00000021303","Gng4","guanine nucleotide binding protein (G protein), gamma 4","14706","13"
"ENSMUSG00000068523","Gng5","G protein subunit gamma 5","14707","3"
"ENSMUSG00000048240","Gng7","guanine nucleotide binding protein (G protein), gamma 7","14708","10"
"ENSMUSG00000063594","Gng8","guanine nucleotide binding protein (G protein), gamma 8","14709","7"
"ENSMUSG00000038811","Gngt2","guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 2","14710","11"
"ENSMUSG00000002769","Gnmt","glycine N-methyltransferase","14711","17"
"ENSMUSG00000031985","Gnpat","glyceronephosphate O-acyltransferase","14712","8"
"ENSMUSG00000015812","Gnrh1","gonadotropin releasing hormone 1","14714","14"
"ENSMUSG00000029255","Gnrhr","gonadotropin releasing hormone receptor","14715","5"
"ENSMUSG00000025190","Got1","glutamic-oxaloacetic transaminase 1, soluble","14718","19"
"ENSMUSG00000031672","Got2","glutamatic-oxaloacetic transaminase 2, mitochondrial","14719","8"
"ENSMUSG00000050675","Gp1ba","glycoprotein 1b, alpha polypeptide","14723","11"
"ENSMUSG00000050761","Gp1bb","glycoprotein Ib, beta polypeptide","14724","16"
"ENSMUSG00000027070","Lrp2","low density lipoprotein receptor-related protein 2","14725","2"
"ENSMUSG00000028583","Pdpn","podoplanin","14726","4"
"ENSMUSG00000112023","Lilrb4b","leukocyte immunoglobulin-like receptor, subfamily B, member 4B","14727","10"
